code,GVA per hour worked,Export Intensity,New Businesses,Low Skilled,High Skilled,Active,Inactive due to Illness,Working Age,5G connectivity,Gigabit connectivity,GFCF per job,ICT per job,Intangibles per job
TLI71,42.73,0.09046534331272373,0.10969342548289916,0.08800000000000001,0.5169999999999999,0.736,0.122,0.6554314227342807,1.0,0.718,8976.503458438787,193.41558581496278,1411.2797766444974
TLI72,45.02,0.20094827586206895,0.13110102156640183,,0.531,0.7090000000000002,0.23400000000000007,0.6211522664801274,1.0,0.85,11557.367415846767,238.2933229512591,1573.6964499110713
TLI73,41.76,0.18073136427566808,0.12484394506866417,,0.7020000000000001,0.8520000000000001,0.2220000000000001,0.6197048009804444,1.0,0.9,11366.219266704125,266.6162437673176,1527.2603274603805
TLI74,39.97,0.3272920166209884,0.1273193543520893,,0.492595192570336,0.7785320950559955,0.16225781641206025,0.6285345410719252,0.9961009629272989,0.9089073784472257,9873.625465992023,824.9149996904615,2092.24869769976
TLI75,54.68,0.6498114630467572,0.11545199719691661,,0.6691387715307118,0.8255154371140722,,0.6264008517585843,0.9954405705229794,0.9006249640730857,11237.947477778576,717.4811545251204,3714.6596652329895
TLJ12,50.59,0.24191744042957825,0.12326768781911014,0.07200000000000001,0.489,0.784,0.29900000000000015,0.5759881986119958,0.8139999999999998,0.94,11879.368609295618,398.2854785774494,3003.5108575254562
TLJ13,40.15,0.3454570987220896,0.09185835351089588,0.048,0.545,0.837,0.2,0.5726194383565028,0.8056,0.7759999999999999,10683.197458588444,303.115603858232,3176.4793914331726
TLJ14,41.49,0.3267761947813075,0.0902014652014652,,0.5996308552784899,0.8560645537170821,,0.5719579329005772,0.6806738723146236,0.827525767956911,14839.147958219053,426.58392151306117,4701.00322787923
TLJ15,56.81,0.35454092772053475,0.11096014492753623,,0.512267937219731,0.8508071748878924,,0.6022916793269458,0.8466635131957915,0.9155819622510972,,,
TLJ16,52.96,0.2798205730676513,0.10209424083769633,,0.5986582687338502,0.8400878552971577,0.15556915942216334,0.5892283126488058,0.5752141068953569,0.909670319492413,,,
TLJ21,47.2,0.20946353224834238,0.10106716886377903,0.101,0.565,0.7909999999999998,0.36499999999999977,0.7456094865843933,0.9633999999999999,0.846,9890.123242856274,385.32035590655784,3015.5228516100624
