code,GVA per hour worked,Export Intensity,New Businesses,Low Skilled,High Skilled,Active,Inactive due to Illness,Working Age,5G connectivity,Gigabit connectivity,GFCF per job,ICT per job,Intangibles per job
TLI43,52.0,0.46618924272436385,0.14973195362174294,,0.6545165180912428,0.8033308862087049,0.2740669034363602,0.7888657004750982,1.0,0.9221262581068528,12012.88101536527,509.11387995607953,3910.8809271920545
TLI44,41.21,0.19638322908280176,0.11786339754816112,,0.6578356673960614,0.7920610503282276,0.3148399378710087,0.7440246032818486,0.9999546544209216,0.8947824380415885,14395.03174662778,948.3243786466942,2555.382889863055
TLI45,54.12,0.27926228011443177,0.12605325244354568,,0.705,0.792,0.20600000000000002,0.7864912291815803,1.0,0.913,12661.2117256619,382.81717158772204,2451.3455870059133
TLI51,43.11,0.08663612826130253,0.12969609954534578,0.06697692307692307,0.572076923076923,0.8399538461538462,0.19618345669518414,0.6679315773828092,0.9987226242250393,0.9055771063216307,14035.802323135831,338.5492828984033,1434.2456819174827
TLI52,39.9,0.12071433953733705,0.1376863023420866,0.10681758957654723,0.4662488599348534,0.7922319218241043,0.19275922790382669,0.6259519260765047,0.9977299973060345,0.928206252537556,13606.140106205474,206.84529028237785,709.1748076072588
TLI53,35.92,0.08024925906223877,0.14550479596813526,,0.5865035000000001,0.735241,0.17536211989016431,0.6786885023380819,0.9992263030685162,0.9345423461497909,7947.153221991715,258.6278494997645,976.0804382962668
TLI54,46.53,0.14717865145650846,0.12781065088757396,,0.424,0.703,0.294,0.6764825351450238,0.9981000000000002,0.899,9302.09567104246,703.0614612767914,1653.3080699074435
TLI61,42.92,0.09217146307104045,0.1111111111111111,0.08600000000000001,0.56,0.822,0.12899999999999995,0.6519467813336071,0.9422,0.917,6667.86011888725,241.4008234820322,1459.1102583858108
TLI62,51.92,0.060450819672131145,0.12056952438654953,0.08700000000000001,0.594,0.823,0.17099999999999999,0.646400547089689,0.9715999999999999,0.875,11914.220507730599,450.76901808100746,1624.2088095250126
TLI63,41.1,0.16164738731551656,0.11537843483850233,,0.6519570381602223,0.8241074045994441,,0.6630406370015884,0.9998047767481044,0.9276644752726051,9844.675498693681,558.7125509578401,1470.4720099949059
